"","user_id","gender","age_group","city"
"625091",689069,"Женщина","55-64","Московская Область"
"625273",690689,"Мужчина","25-34","Волгоград"
"625345",673888,"Женщина","25-34","Ростов-на-Дону"
"625347",1942452,"Женщина","35-44","Тольятти"
"625410",1167776,"Женщина","25-34","Волгоград"
"625414",691234,"Мужчина","25-34","Тюмень"
"625464",409838,"Мужчина","35-44","Московская Область"
"626112",1927724,"Женщина","35-44","Москва"
"626139",44361,"Мужчина","25-34","Москва"
"626159",1070425,"Мужчина","15-24","Москва"
"626163",138776,"Женщина","55-64","Москва"
"626235",1942092,"Женщина","25-34","Курск"
"626312",1942363,"Мужчина","25-34","Краснодар"
"626332",1265517,"Женщина","35-44","Краснодар"
"626638",1205351,"Мужчина","25-34","Москва"
"626738",482067,"Женщина","25-34","Челябинск"
"627152",1261219,"Женщина","45-54","Воронеж"
"627188",1961942,"Мужчина","65-74","Московская Область"
"627278",334566,"Мужчина","25-34","Новосибирск"
"627638",317808,"Мужчина","25-34","Ростов-на-Дону"
"628058",1040384,"Женщина","25-34","Новосибирск"
"628088",727151,"Женщина","25-34","Омск"
"628097",602994,"Женщина","15-24","Краснодар"
"628547",1476753,"Женщина","25-34","Волгоград"
"628567",172997,"Женщина","45-54","Санкт-Петербург"
"628987",2066405,"Мужчина","35-44","Московская Область"
"628995",2198022,"Мужчина","25-34","Воронеж"
"629135",2372147,"Женщина","25-34","Санкт-Петербург"
"629136",2203586,"Мужчина","25-34","Москва"
"629160",1250450,"Женщина","35-44","Тверь"
"629232",2219420,"Женщина","25-34","Тюмень"
"629241",2406653,"Женщина","25-34","Ярославль"
"629249",679358,"Женщина","45-54","Краснодар"
"629281",1097920,"Женщина","25-34","Москва"
"629413",611716,"Мужчина","15-24","Ростов-на-Дону"
"629415",221847,"Мужчина","15-24","Ростов-на-Дону"
"629428",1176063,"Женщина","25-34","Тюмень"
"629482",2221266,"Женщина","25-34","Мурманск"
"629564",1558464,"Женщина","15-24","Калининград"
"629597",2373330,"Мужчина","25-34","Екатеринбург"
"629613",434662,"Женщина","25-34","Ростов-на-Дону"
"633185",694663,"Женщина","35-44","Воронеж"
"634270",568256,"Женщина","25-34","Пермь"
"634286",260608,"Мужчина","35-44","Санкт-Петербург"
"634430",1585496,"Женщина","35-44","Волгоград"
"634454",2208766,"Женщина","25-34","Киров"
"634472",2204621,"Женщина","25-34","Санкт-Петербург"
"634544",1081316,"Женщина","25-34","Краснодар"
"634600",2210197,"Женщина","25-34","Москва"
"634612",2210165,"Мужчина","25-34","Иркутск"
"634616",194417,"Мужчина","55-64","Санкт-Петербург"
"634688",209732,"Мужчина","25-34","Казань"
"634708",2210597,"Мужчина","25-34","Владимир"
"634738",2163375,"Женщина","25-34","Москва"
"634744",2113904,"Женщина","25-34","Москва"
"634798",2211294,"Женщина","15-24","Самара"
"634823",2211602,"Женщина","55-64","Челябинск"
"634886",2212127,"Женщина","25-34","Мурманск"
"634916",2726751,"Женщина","65-74","Магнитогорск"
"634933",2833755,"Женщина","35-44","Тюмень"
"634941",75467,"Мужчина","45-54","Москва"
"635751",1966721,"Женщина","35-44","Москва"
"635799",1703478,"Женщина","25-34","Санкт-Петербург"
"636267",1163323,"Мужчина","25-34","Воронеж"
"636483",2212608,"Мужчина","15-24","Новороссийск"
"636492",2021877,"Мужчина","15-24","Санкт-Петербург"
"636496",1124396,"Мужчина","25-34","Санкт-Петербург"
"636512",2214113,"Мужчина","15-24","Красноярск"
"636532",492115,"Мужчина","35-44","Новосибирск"
"636838",2617320,"Женщина","25-34","Нижний Новгород"
"636856",1629840,"Женщина","35-44","Тюмень"
"636886",66865,"Женщина","55-64","Москва"
"636921",1460123,"Женщина","25-34","Красноярск"
"636925",2310152,"Женщина","65-74","Краснодар"
"636939",2623324,"Женщина","35-44","Санкт-Петербург"
"636944",684810,"Мужчина","25-34","Уфа"
"637043",734371,"Мужчина","35-44","Тюмень"
"637883",1954992,"Женщина","15-24","Воронеж"
"637898",1955209,"Женщина","25-34","Омск"
"637914",2473388,"Женщина","25-34","Краснодар"
"637944",1371077,"Женщина","35-44","Красноярск"
"637974",274790,"Женщина","15-24","Воронеж"
"637982",275507,"Женщина","25-34","Казань"
"637991",2214806,"Женщина","25-34","Новосибирск"
"638171",2215034,"Мужчина","25-34","Ставрополь"
"638187",456595,"Мужчина","25-34","Краснодар"
"638212",2478118,"Женщина","15-24","Екатеринбург"
"638218",2213795,"Женщина","25-34","Белгород"
"638362",2366602,"Женщина","35-44","Сыктывкар"
"638482",2216021,"Мужчина","15-24","Красноярск"
"638524",2218310,"Женщина","25-34","Краснодар"
"638548",32180,"Женщина","35-44","Ростов-на-Дону"
"638884",2216850,"Мужчина","25-34","Московская Область"
"638896",2581230,"Женщина","15-24","Сургут"
"638897",1162826,"Женщина","35-44","Екатеринбург"
"638953",1543349,"Женщина","25-34","Ростов-на-Дону"
"638965",1191705,"Женщина","25-34","Омск"
"639019",2217918,"Женщина","25-34","Волгоград"
"639049",2242721,"Женщина","25-34","Сыктывкар"
"639085",1191902,"Женщина","15-24","Воронеж"
"639089",1573902,"Мужчина","25-34","Москва"
"639125",1966543,"Мужчина","25-34","Иваново"
"639173",2218219,"Мужчина","25-34","Омск"
"639203",1873013,"Мужчина","15-24","Альметьевск"
"639283",393274,"Женщина","25-34","Москва"
"640123",2446820,"Женщина","15-24","Москва"
"640129",624086,"Мужчина","25-34","Тюмень"
"640154",2218950,"Женщина","15-24","Казань"
"640182",2220146,"Женщина","25-34","Самара"
"640191",1117373,"Женщина","35-44","Уфа"
"640203",2220300,"Женщина","25-34","Санкт-Петербург"
"640209",2870972,"Женщина","25-34","Москва"
"640210",2220635,"Мужчина","25-34","Тюмень"
"640225",2280084,"Женщина","15-24","Омск"
"640229",2221444,"Женщина","25-34","Воронеж"
"640271",2221697,"Женщина","25-34","Казань"
"640320",1207227,"Мужчина","15-24","Челябинск"
"640355",2419751,"Женщина","25-34","Санкт-Петербург"
"640367",2228257,"Женщина","25-34","Самара"
"640437",2248798,"Женщина","25-34","Ростов-на-Дону"
"640485",2223748,"Женщина","25-34","Тольятти"
"640487",1756122,"Женщина","25-34","Москва"
"640514",2222368,"Женщина","25-34","Саранск"
"640534",154431,"Мужчина","25-34","Москва"
"640609",2222527,"Мужчина","25-34","Чебоксары"
"640621",715066,"Женщина","15-24","Самара"
"640641",2223077,"Женщина","25-34","Тюмень"
"641257",973477,"Мужчина","25-34","Красноярск"
"641277",1048889,"Женщина","15-24","Москва"
"641403",320339,"Женщина","45-54","Москва"
"641931",1058447,"Женщина","15-24","Москва"
"642011",304221,"Мужчина","25-34","Казань"
"643127",1066432,"Женщина","25-34","Сургут"
"643365",567484,"Женщина","25-34","Челябинск"
"643395",1009288,"Мужчина","15-24","Красноярск"
"643483",698176,"Женщина","25-34","Самара"
"643532",804946,"Женщина","55-64","Самара"
"643628",1400343,"Мужчина","25-34","Москва"
"643682",293648,"Мужчина","25-34","Москва"
"643683",1001020,"Женщина","15-24","Ростов-на-Дону"
"643703",2240540,"Мужчина","35-44","Москва"
"643766",1955379,"Женщина","25-34","Кемерово"
"643802",2262009,"Женщина","25-34","Москва"
"643814",497167,"Мужчина","25-34","Московская Область"
"644539",1025842,"Женщина","25-34","Новосибирск"
"644594",1259968,"Женщина","55-64","Новосибирск"
"645151",1966430,"Мужчина","25-34","Санкт-Петербург"
"645155",698365,"Женщина","45-54","Новосибирск"
"645529",698372,"Женщина","25-34","Омск"
"645661",1213711,"Женщина","25-34","Новосибирск"
"645733",698519,"Женщина","15-24","Краснодар"
"645833",703301,"Женщина","15-24","Новосибирск"
"646020",692146,"Женщина","25-34","Тюмень"
"646460",1970646,"Мужчина","35-44","Новосибирск"
"646480",2233691,"Мужчина","25-34","Ижевск"
"646484",2207012,"Мужчина","25-34","Ульяновск"
"646724",1331613,"Женщина","25-34","Краснодар"
"646780",1968620,"Женщина","25-34","Сургут"
"646840",2225815,"Женщина","15-24","Москва"
"646846",1986570,"Мужчина","35-44","Москва"
"646926",2224769,"Женщина","35-44","Москва"
"646975",2419556,"Мужчина","15-24","Санкт-Петербург"
"647066",249939,"Мужчина","25-34","Тула"
"647086",1656456,"Женщина","45-54","Красноярск"
"647128",2225685,"Мужчина","15-24","Новокузнецк"
"647143",131545,"Женщина","25-34","Екатеринбург"
"647183",1597506,"Женщина","15-24","Москва"
"647189",777698,"Женщина","15-24","Казань"
"647193",698763,"Женщина","35-44","Краснодар"
"647213",2227415,"Мужчина","25-34","Москва"
"647243",2227548,"Женщина","45-54","Ижевск"
"647347",823729,"Мужчина","25-34","Москва"
"647539",2238729,"Женщина","25-34","Тверь"
"647548",602098,"Женщина","25-34","Красноярск"
"648284",2228604,"Женщина","25-34","Чебоксары"
"648347",2229132,"Женщина","55-64","Екатеринбург"
"648501",609059,"Женщина","25-34","Омск"
"648709",1725992,"Женщина","55-64","Краснодар"
"649185",1265044,"Мужчина","15-24","Кемерово"
"649419",1641321,"Женщина","35-44","Санкт-Петербург"
"649475",2230170,"Мужчина","35-44","Екатеринбург"
"649491",2233655,"Женщина","25-34","Ростов-на-Дону"
"649500",2230441,"Мужчина","15-24","Москва"
"649643",1375120,"Мужчина","35-44","Челябинск"
"649793",2231084,"Мужчина","25-34","Набережные Челны"
"649823",409460,"Мужчина","35-44","Ростов-на-Дону"
"651930",1626817,"Женщина","25-34","Краснодар"
"651958",2231437,"Мужчина","35-44","Мурманск"
"652012",2232185,"Мужчина","35-44","Иваново"
"652052",1965485,"Мужчина","25-34","Москва"
"652061",2152093,"Женщина","25-34","Иркутск"
"652589",79870,"Женщина","35-44","Москва"
"652827",1070647,"Мужчина","25-34","Краснодар"
"652897",699389,"Женщина","35-44","Москва"
"653271",2189486,"Женщина","25-34","Нижний Новгород"
"653397",1075291,"Мужчина","25-34","Тюмень"
"653926",897839,"Женщина","25-34","Ростов-на-Дону"
"654006",887704,"Мужчина",NA,"Санкт-Петербург"
"654009",1078106,"Мужчина","15-24","Самара"
"654039",230124,"Мужчина","35-44","Казань"
"654923",622403,"Женщина","15-24","Пермь"
"654924",627001,"Мужчина","25-34","Новороссийск"
"655134",1082019,"Женщина","25-34","Тюмень"
"655148",1023492,"Мужчина","25-34","Санкт-Петербург"
"655308",2437919,"Женщина","45-54","Волгоград"
"655317",234659,"Мужчина","45-54","Москва"
"655341",1990272,"Женщина","25-34","Москва"
"655397",2325624,"Женщина","25-34","Санкт-Петербург"
"655427",2245838,"Женщина","25-34","Санкт-Петербург"
"655442",2249749,"Мужчина","25-34","Ярославль"
"655498",2234382,"Мужчина","25-34","Санкт-Петербург"
"655516",1568854,"Женщина","15-24","Екатеринбург"
"655546",2236012,"Женщина","35-44","Тольятти"
"655626",1224858,"Женщина","35-44","Краснодар"
"655661",2235111,"Мужчина","15-24","Санкт-Петербург"
"655841",2235316,"Женщина","25-34","Кемерово"
"655857",2235818,"Женщина","25-34","Челябинск"
"655893",700230,"Мужчина","25-34","Ростов-на-Дону"
"655949",2261114,"Женщина","25-34","Екатеринбург"
"655985",137910,"Мужчина","25-34","Москва"
"656120",702179,"Женщина","35-44","Ростов-на-Дону"
"656344",1102253,"Мужчина",NA,"Екатеринбург"
"656470",2236299,"Женщина","35-44","Липецк"
"656476",2237407,"Женщина","25-34","Москва"
"656491",2236804,"Женщина","25-34","Иркутск"
"656581",1317366,"Женщина","25-34","Ростов-на-Дону"
"656691",553839,"Женщина","25-34","Краснодар"
"658231",2238182,"Женщина","15-24","Волгоград"
"658249",622258,"Женщина","25-34","Омск"
"658601",2720438,"Женщина","15-24","Московская Область"
"658602",1535437,"Мужчина","25-34","Екатеринбург"
"658644",247469,"Женщина","45-54","Самара"
"659194",1966760,"Мужчина","25-34","Ульяновск"
"659198",1617611,"Женщина","15-24","Астрахань"
"659270",1576698,"Мужчина","35-44","Челябинск"
"659374",700935,"Мужчина","25-34","Воронеж"
"659390",1698487,"Женщина","25-34","Санкт-Петербург"
"659500",620706,"Мужчина","45-54","Краснодар"
"660524",354936,"Мужчина","25-34","Тюмень"
"660780",1525966,"Женщина","25-34","Краснодар"
"660782",2040810,"Женщина","25-34","Екатеринбург"
"660836",1689677,"Мужчина","25-34","Ижевск"
"660926",1054349,"Мужчина","35-44","Санкт-Петербург"
"660954",962278,"Мужчина","15-24","Красноярск"
"661674",1972417,"Женщина","15-24","Москва"
"661683",1286358,"Женщина","15-24","Омск"
"661713",1227604,"Женщина","25-34","Москва"
"662493",1628782,"Женщина","25-34","Волгоград"
"662601",1365987,"Мужчина","35-44","Екатеринбург"
"663417",2173110,"Мужчина","25-34","Новосибирск"
"663429",893360,"Мужчина","25-34","Рязань"
"663495",1390444,"Женщина","25-34","Новосибирск"
"664067",508803,"Женщина","35-44","Санкт-Петербург"
"664767",1472113,"Мужчина","25-34","Новосибирск"
"665167",2340955,"Женщина","25-34","Тюмень"
"665171",1139801,"Женщина","45-54","Иркутск"
"665227",1253936,"Женщина","35-44","Москва"
"665308",786291,"Женщина","25-34","Воронеж"
"665333",997851,"Мужчина","25-34","Самара"
"665345",314182,"Мужчина","45-54","Краснодар"
"666561",1842875,"Женщина","15-24","Краснодар"
"666771",773737,"Женщина","35-44","Ростов-на-Дону"
"666796",762676,"Женщина","25-34","Краснодар"
"667363",452258,"Женщина","25-34","Московская Область"
"667754",974294,"Женщина","25-34","Краснодар"
"667866",265452,"Женщина","25-34","Волгоград"
"667878",1707957,"Женщина","55-64","Тула"
"667941",1703672,"Мужчина","35-44","Екатеринбург"
"667961",2813383,"Женщина","45-54","Тюмень"
"667963",2177157,"Мужчина","25-34","Самара"
"668018",1309817,"Женщина","45-54","Пермь"
"670202",808936,"Мужчина","25-34","Ижевск"
"670203",1824382,"Женщина","15-24","Санкт-Петербург"
"670207",1201538,"Женщина","15-24","Новосибирск"
"670255",548943,"Мужчина","15-24","Казань"
"670405",2376376,"Мужчина","25-34","Пенза"
"670425",1616333,"Мужчина","45-54","Новокузнецк"
"670488",2353874,"Женщина","35-44","Тула"
"670489",1955624,"Женщина","25-34","Самара"
"670500",1069786,"Женщина","25-34","Самара"
"670572",2310549,"Женщина","15-24","Санкт-Петербург"
"670581",1414112,"Женщина","25-34","Красноярск"
"670768",2239902,"Мужчина","25-34","Нижний Новгород"
"670808",2239847,"Женщина","65-74","Тула"
"670833",1909333,"Женщина","25-34","Ростов-на-Дону"
"670911",2205797,"Мужчина","25-34","Новосибирск"
"671031",1521942,"Женщина","25-34","Санкт-Петербург"
"673931",2241591,"Женщина","15-24","Тюмень"
"673966",2242125,"Женщина","25-34","Ульяновск"
"674022",2241761,"Мужчина","25-34","Саратов"
"674034",2248061,"Женщина","25-34","Архангельск"
"674111",1210125,"Женщина","25-34","Самара"
"674191",421038,"Женщина","35-44","Москва"
"674196",2243046,"Женщина","35-44","Волгоград"
"674316",165118,"Мужчина","35-44","Москва"
"674334",1118093,"Мужчина","15-24","Казань"
"674559",2283411,"Женщина","35-44","Барнаул"
"674595",2244106,"Женщина","15-24","Барнаул"
"674607",2244540,"Женщина","35-44","Омск"
"674695",1684211,"Женщина","35-44","Санкт-Петербург"
"674744",2244325,"Женщина","35-44","Москва"
"674792",1903700,"Женщина","35-44","Оренбург"
"674827",2245931,"Мужчина","65-74","Ханты-Мансийск"
"674939",2006041,"Мужчина","35-44","Саранск"
"674979",2246586,"Мужчина","15-24","Санкт-Петербург"
"675100",2246780,"Мужчина","25-34","Москва"
"675101",2246704,"Мужчина","25-34","Нижний Тагил"
"675111",2521615,"Женщина","25-34","Иркутск"
"675112",1106930,"Мужчина","35-44","Красноярск"
"675116",2246973,"Женщина","25-34","Мурманск"
"675140",1988679,"Мужчина","35-44","Москва"
"675161",2198118,"Мужчина","25-34","Краснодар"
"675170",2198118,"Мужчина","75 и старше","Краснодар"
"675205",1240063,"Женщина","25-34","Краснодар"
"675324",2249592,"Мужчина","35-44","Санкт-Петербург"
"675401",1885489,"Мужчина","15-24","Краснодар"
"675411",1509162,"Женщина","25-34","Новосибирск"
"675431",1786350,"Женщина","15-24","Ставрополь"
"675487",1525516,"Женщина","15-24","Тюмень"
"675535",2257467,"Женщина","25-34","Краснодар"
"675565",232506,"Женщина","55-64","Санкт-Петербург"
"675625",527682,"Женщина","25-34","Челябинск"
"678320",1985896,"Женщина","15-24","Санкт-Петербург"
"678340",1985432,"Женщина","25-34","Екатеринбург"
"678376",2287233,"Женщина","25-34","Белгород"
"678453",970102,"Мужчина","25-34","Набережные Челны"
"678516",2470334,"Женщина","25-34","Санкт-Петербург"
"678528",1596067,"Женщина","25-34","Рязань"
"678696",2038869,"Женщина","25-34","Белгород"
"678708",421765,"Женщина","35-44","Екатеринбург"
"678709",1988686,"Женщина","55-64","Москва"
"678715",1228064,"Женщина","25-34","Тюмень"
"678745",316417,"Мужчина","35-44","Краснодар"
"678753",1356502,"Мужчина","25-34","Нижний Новгород"
"679536",149759,"Женщина","25-34","Екатеринбург"
"679760",330958,"Мужчина","35-44","Москва"
"680960",2252282,"Женщина","45-54","Москва"
"681032",2252514,"Женщина","45-54","Мурманск"
"681050",1120957,"Мужчина","25-34","Казань"
"681215",1972306,"Женщина","25-34","Томск"
"681263",2262311,"Мужчина","25-34","Москва"
"681288",1074601,"Мужчина","25-34","Ульяновск"
"681299",1250770,"Женщина","25-34","Ульяновск"
"681527",1504037,"Женщина","15-24","Пермь"
"681533",2653570,"Мужчина","35-44","Сыктывкар"
"681534",2255181,"Женщина","35-44","Омск"
"681558",1539171,"Женщина","35-44","Ульяновск"
"681588",1548543,"Женщина","25-34","Красноярск"
"681798",426772,"Женщина","35-44","Тюмень"
"681864",388187,"Мужчина","25-34","Казань"
"681920",2257390,"Мужчина","15-24","Саратов"
"681976",2257909,"Женщина","25-34","Мурманск"
"682046",2408790,"Женщина","25-34","Москва"
"682050",2258146,"Мужчина","15-24","Рязань"
"682080",2308626,"Женщина","35-44","Брянск"
"682089",2259041,"Женщина","15-24","Ярославль"
"682170",2259028,"Женщина","35-44","Москва"
"682179",1178438,"Женщина","25-34","Нижний Новгород"
"682224",2257095,"Женщина","35-44","Иркутск"
"682266",2260135,"Женщина","25-34","Санкт-Петербург"
"682338",1132069,"Женщина","25-34","Уфа"
"682884",2260476,"Женщина","25-34","Тверь"
"682896",2260092,"Мужчина","25-34","Санкт-Петербург"
"682912",1055353,"Женщина","75 и старше","Тюмень"
"692134",2261041,"Мужчина","25-34","Москва"
"692176",2261030,"Мужчина","25-34","Йошкар-Ола"
"692180",2059331,"Мужчина","25-34","Магнитогорск"
"692222",489510,"Мужчина","15-24","Самара"
"692542",1293952,"Мужчина","35-44","Москва"
"692916",1104867,"Женщина","25-34","Тюмень"
"692928",1223321,"Мужчина","25-34","Воронеж"
"693796",346792,"Женщина","25-34","Екатеринбург"
"694279",545542,"Женщина","15-24","Казань"
"694280",1391932,"Женщина","55-64","Москва"
"694343",1298192,"Женщина","25-34","Красноярск"
"694647",1711479,"Женщина","25-34","Ярославль"
"694777",2370377,"Женщина","25-34","Омск"
"694805",1115356,"Мужчина","45-54","Новосибирск"
"694869",1353114,"Мужчина","25-34","Нижний Новгород"
"695260",855251,"Женщина","15-24","Самара"
"695988",1186343,"Женщина","35-44","Московская Область"
"696492",1550162,"Мужчина","55-64","Екатеринбург"
"697021",2390298,"Женщина","25-34","Ростов-на-Дону"
"697027",1654002,"Женщина","25-34","Красноярск"
"697091",2847353,"Женщина","25-34","Санкт-Петербург"
"697106",2430667,"Мужчина","25-34","Новороссийск"
"697194",2292993,"Мужчина","25-34","Орел"
"697203",2059236,"Женщина","25-34","Казань"
"697212",2022898,"Мужчина","25-34","Орел"
"697303",1133451,"Женщина","25-34","Уфа"
"697375",2420762,"Женщина",NA,"Тюмень"
"697410",1993111,"Женщина","25-34","Красноярск"
"697430",2028366,"Женщина","25-34","Белгород"
"697493",2540657,"Мужчина","25-34","Новороссийск"
"697505",2388851,"Женщина","35-44","Вологда"
"697506",1710855,"Женщина",NA,"Вологда"
"697510",1061445,"Женщина","25-34","Краснодар"
"697631",1994055,"Женщина","25-34","Курган"
"697634",1994364,"Мужчина",NA,"Киров"
"697643",1862062,"Женщина","25-34","Новосибирск"
"697670",2261800,"Мужчина","35-44","Новосибирск"
"697678",2261801,"Женщина","25-34","Московская Область"
"697832",2263755,"Женщина","15-24","Санкт-Петербург"
"697886",1471070,"Женщина","25-34","Самара"
"697887",2310669,"Мужчина","15-24","Новосибирск"
"697911",1535575,"Женщина","15-24","Екатеринбург"
"697967",864284,"Женщина","35-44","Самара"
"699647",2262984,"Женщина","25-34","Москва"
"699671",937486,"Мужчина","25-34","Омск"
"699701",2263130,"Мужчина","25-34","Москва"
"699743",637700,"Мужчина","45-54","Москва"
"699767",1575701,"Женщина","35-44","Волгоград"
"699893",2263238,"Мужчина","25-34","Воронеж"
"699925",2263032,"Мужчина","25-34","Иркутск"
"699931",1698133,"Женщина","15-24","Ростов-на-Дону"
"700067",2263414,"Мужчина","15-24","Томск"
"700071",2263802,"Женщина","25-34","Иваново"
"700181",2264182,"Женщина","35-44","Томск"
"700217",1397327,"Женщина","55-64","Курск"
"700657",1440938,"Мужчина","35-44","Ростов-на-Дону"
"700678",2264483,"Женщина","25-34","Сыктывкар"
"700690",1589313,"Женщина","25-34","Уфа"
"701070",2264834,"Мужчина","25-34","Новосибирск"
"701105",2265086,"Мужчина","25-34","Нижний Новгород"
"701135",2265231,"Женщина","35-44","Владимир"
"701141",730313,"Женщина","25-34","Санкт-Петербург"
"701226",2265475,"Мужчина","15-24","Новосибирск"
"701266",2303130,"Женщина","15-24","Кострома"
"701270",1792567,"Женщина","25-34","Санкт-Петербург"
"701298",2266315,"Женщина","35-44","Екатеринбург"
"701428",1256341,"Женщина",NA,"Москва"
"701698",2307292,"Женщина","45-54","Ульяновск"
"701788",2574350,"Мужчина","15-24","Москва"
"701800",2267543,"Женщина","25-34","Курск"
"701816",2267677,"Мужчина","25-34","Санкт-Петербург"
"701818",2267686,"Мужчина","25-34","Санкт-Петербург"
"701918",2267728,"Женщина","35-44","Екатеринбург"
"701958",2268249,"Женщина","25-34","Набережные Челны"
"701978",1277535,"Мужчина","45-54","Москва"
"702014",1542847,"Мужчина","25-34","Чебоксары"
"702047",2309348,"Женщина","45-54","Волгоград"
"702055",2445709,"Мужчина","35-44","Москва"
"702067",1934969,"Мужчина","25-34","Санкт-Петербург"
"702073",1218202,"Мужчина","25-34","Санкт-Петербург"
"702469",1042209,"Мужчина","25-34","Рязань"
"702887",1031536,"Женщина","25-34","Москва"
"702967",1671295,"Женщина","45-54","Ярославль"
"704183",1129041,"Женщина","25-34","Краснодар"
"704260",2400606,"Женщина","25-34","Челябинск"
"704276",1137164,"Женщина","35-44","Иркутск"
"704366",1646021,"Мужчина","25-34","Пермь"
"704682",1469823,"Мужчина","25-34","Екатеринбург"
"705207",1304422,"Женщина","25-34","Москва"
"705961",2269080,"Женщина","25-34","Москва"
"706153",916530,"Женщина","15-24","Ростов-на-Дону"
"706878",2269152,"Женщина","25-34","Пермь"
"706913",2298647,"Мужчина","35-44","Ханты-Мансийск"
"706921",2269339,"Женщина","15-24","Ноябрьск"
"706927",2269677,"Мужчина","25-34","Московская Область"
"706939",2269536,"Мужчина","25-34","Пермь"
"706957",2270162,"Мужчина","25-34","Саратов"
"706969",2269798,"Мужчина","25-34","Новосибирск"
"707090",2270714,"Мужчина","25-34","Сыктывкар"
"707106",2270265,"Женщина","15-24","Тюмень"
"707115",2270911,"Женщина","25-34","Мурманск"
"707124",2288014,"Мужчина","25-34","Москва"
"707152",2556556,"Женщина","25-34","Уфа"
"707168",2351904,"Женщина","35-44","Санкт-Петербург"
"707174",2283851,"Женщина","35-44","Томск"
"707180",2273268,"Мужчина","45-54","Ставрополь"
"707205",1536177,"Женщина","15-24","Сургут"
"707215",697385,"Женщина","25-34","Пермь"
"707221",1656956,"Мужчина","25-34","Санкт-Петербург"
"708976",239121,"Женщина","15-24","Московская Область"
"709648",2295389,"Женщина","25-34","Новосибирск"
"709664",1606798,"Женщина","25-34","Курск"
"710168",2400719,"Мужчина","25-34","Тюмень"
"710249",2569765,"Женщина","15-24","Красноярск"
"710292",2249324,"Женщина","35-44","Екатеринбург"
"710622",2294574,"Женщина","25-34","Брянск"
"710743",2325719,"Мужчина","35-44","Сыктывкар"
"710795",1276664,"Мужчина","25-34","Пермь"
"711083",1427131,"Мужчина","25-34","Ставрополь"
"711108",2428529,"Женщина","25-34","Воронеж"
"711109",760514,"Мужчина","25-34","Новосибирск"
"711592",1396342,"Женщина","25-34","Рязань"
"712942",2343818,"Мужчина","25-34","Барнаул"
"712943",2430941,"Женщина","45-54","Сыктывкар"
"713103",2540629,"Мужчина","15-24","Йошкар-Ола"
"713169",2367359,"Мужчина","25-34","Москва"
"713184",2559380,"Женщина","35-44","Казань"
"713212",1698777,"Женщина","55-64","Москва"
"713377",2353100,"Мужчина","25-34","Казань"
"713401",1630774,"Женщина","25-34","Волгоград"
"713405",2423835,"Женщина","25-34","Тольятти"
"713495",2357890,"Женщина","35-44","Москва"
"713635",2574574,"Мужчина","35-44","Белгород"
"713719",1251585,"Мужчина","35-44","Екатеринбург"
"717979",2423828,"Женщина","35-44","Ростов-на-Дону"
"718078",2852055,"Мужчина","15-24","Пенза"
"718082",693810,"Женщина","15-24","Омск"
"718096",1656788,"Мужчина","35-44","Нижний Новгород"
"718596",1377473,"Мужчина","25-34","Нижний Новгород"
"719194",2889207,"Мужчина","25-34","Волгоград"
"719195",2915786,"Мужчина",NA,"Волгоград"
"719196",1005218,"Мужчина","35-44","Самара"
"719702",2437247,"Женщина","25-34","Омск"
"719727",2283383,"Мужчина","25-34","Новосибирск"
"719835",2437768,"Мужчина","15-24","Барнаул"
"719850",1364191,"Мужчина","25-34","Новосибирск"
"720356",2281342,"Мужчина","25-34","Ростов-на-Дону"
"720671",1326551,"Мужчина","25-34","Казань"
"721321",1951261,"Женщина","25-34","Москва"
"721517",2298178,"Женщина","55-64","Нижний Тагил"
"721773",2371822,"Женщина","25-34","Вологда"
"721827",1433507,"Женщина","25-34","Москва"
"722082",2522942,"Мужчина","65-74","Санкт-Петербург"
"722083",2350760,"Женщина","35-44","Томск"
"722101",2321751,"Мужчина","25-34","Новосибирск"
"722219",665621,"Женщина","25-34","Омск"
"722549",2377096,"Мужчина","15-24","Москва"
"722599",2428095,"Мужчина","25-34","Московская Область"
"722659",428481,"Мужчина","35-44","Москва"
"722677",2440370,"Мужчина","25-34","Челябинск"
"722695",397727,"Женщина","25-34","Ростов-на-Дону"
"723319",2427569,"Женщина","45-54","Санкт-Петербург"
"723439",2494530,"Мужчина","15-24","Москва"
"723444",1639333,"Женщина","25-34","Иркутск"
"723472",118083,"Мужчина","25-34","Москва"
"723474",2433094,"Женщина","15-24","Чита"
"723546",1364550,"Мужчина","35-44","Ярославль"
"724218",2515352,"Мужчина","25-34","Тольятти"
"724278",2427068,"Мужчина","15-24","Москва"
"724366",2246105,"Женщина","35-44","Калуга"
"724374",2361158,"Мужчина","25-34","Москва"
"724398",2291380,"Женщина","65-74","Оренбург"
"724438",177629,"Мужчина","25-34","Екатеринбург"
"724447",2534622,"Женщина","35-44","Московская Область"
"724517",1789701,"Мужчина","35-44","Нижний Тагил"
"724559",1614118,"Мужчина","25-34","Ростов-на-Дону"
"724739",2438881,"Женщина","25-34","Иваново"
"724779",1417078,"Мужчина","25-34","Омск"
"725239",324056,"Женщина","25-34","Краснодар"
"725339",2299565,"Женщина","15-24","Грозный"
"725501",2221761,"Мужчина","15-24","Санкт-Петербург"
"725699",1998861,"Женщина","25-34","Чебоксары"
"725703",2361143,"Женщина","25-34","Барнаул"
"725706",1441561,"Женщина","25-34","Москва"
"725784",1491521,"Женщина","15-24","Самара"
