"","CE_id","user_id","mean_rate","satisfaction","avg_check","timediff_order"
"581758","CE_2521",2160406,1.25,"Detractors",151.65,49
"581774","CE_2522",1601799,0.71,"Detractors",145.245,125
"581956","CE_2523",1528538,4.12,"Promoters",82.07,125
"582020","CE_2524",2058516,5,"Promoters",131.165,64
"582108","CE_2525",1368584,5,"Promoters",83.19,126
"582133","CE_2526",102794,1.75,"Detractors",216.15,232
"582511","CE_2527",2163463,2.5,"Detractors",66.07,56
"582531","CE_2528",2450052,0,"NotDefined",191.44,19
"582537","CE_2529",1931806,5,"Promoters",175.32,74
"582617","CE_2530",2347877,2.5,"Detractors",123.99,52
"582626","CE_2531",2161827,5,"Promoters",98.24,74
"582878","CE_2532",1663482,2.86,"Detractors",189.21,52
"582934","CE_2533",2162616,4.25,"Promoters",87.745,75
"583270","CE_2534",2329877,5,"Promoters",87.58,30
"583279","CE_2535",2162900,2.5,"Detractors",115.975,63
"583319","CE_2536",2144561,5,"Promoters",154.095,72
"583367","CE_2537",2456745,1.11,"Detractors",167.96,55
"583392","CE_2538",1094333,2.25,"Detractors",79.795,167
"583464","CE_2539",318051,3.35,"Passives",132.81,229
"583770","CE_2540",1807576,4.75,"Promoters",80.59,59
"583866","CE_2541",2440454,3.33,"Passives",86.27,72
"583886","CE_2542",1945629,2.86,"Detractors",181.76,59
"583963","CE_2543",215530,0,"NotDefined",189.275,27
"583971","CE_2544",2457725,1,"Detractors",73.33,179
"583980","CE_2545",1036605,0.25,"Detractors",113.085,163
"584000","CE_2546",1005066,4.83,"Promoters",69.545,186
"584042","CE_2547",1012283,1.43,"Detractors",101.595,168
"584067","CE_2548",1925995,3.77,"Passives",186.46,236
"585245","CE_2549",1005862,3.57,"Passives",104.52,176
"585273","CE_2550",1008055,2,"Detractors",174.62,186
"585274","CE_2551",2457974,4,"Promoters",119.21,30
"585304","CE_2552",1013235,2.58,"Detractors",105.5,185
"585448","CE_2553",1596286,1.25,"Detractors",183.06,84
"585482","CE_2554",1902423,4,"Promoters",131.64,103
"585512","CE_2555",405814,3.79,"Passives",158.25,120
"585930","CE_2556",671509,4.17,"Promoters",135.29,60
"585984","CE_2557",1285985,3.33,"Passives",130.625,74
"586026","CE_2558",347408,3.78,"Passives",103.745,207
"586458","CE_2559",1907179,3.78,"Passives",153.65,103
"586557","CE_2560",1907683,1,"Detractors",268.92,82
"586582","CE_2561",2487968,1.33,"Detractors",95.36,123
"586586","CE_2562",1330451,3.75,"Passives",115.44,94
"586591","CE_2563",1907742,3.75,"Passives",115.44,94
"586628","CE_2564",2293639,0.71,"Detractors",165.09,96
"586682","CE_2565",250309,3.75,"Passives",234.715,71
"586698","CE_2566",1861321,4.8,"Promoters",235.35,76
"586723","CE_2567",1909179,2.25,"Detractors",195.34,74
"586739","CE_2568",1926337,4.4,"Promoters",101.155,88
"586755","CE_2569",1021932,3.4,"Passives",153.75,181
"586865","CE_2570",2164616,2.5,"Detractors",115.53,48
"586907","CE_2571",40807,0.71,"Detractors",91.08,49
"586963","CE_2572",1758183,3.75,"Passives",153.015,64
"586987","CE_2573",713890,3.64,"Passives",233.865,229
"587130","CE_2574",147444,3.12,"Passives",160.955,185
"587186","CE_2575",1372032,2,"Detractors",212.035,148
"587187","CE_2576",1362832,2,"Detractors",212.035,148
"587341","CE_2577",1366126,2.8,"Detractors",134.78,125
"587366","CE_2578",1909547,4.33,"Promoters",112.635,87
"587414","CE_2579",1967740,2.5,"Detractors",311.735,30
"587422","CE_2580",438828,1,"Detractors",221.365,90
"587452","CE_2581",2166171,0,"NotDefined",173.08,56
"587472","CE_2582",2340374,1.77,"Detractors",145,221
"587473","CE_2583",2382208,1.77,"Detractors",145,221
"587474","CE_2584",1685447,2.19,"Detractors",139.515,65
"587482","CE_2585",2347209,2.19,"Detractors",139.515,65
"587639","CE_2586",2396751,2.19,"Detractors",139.515,65
"587665","CE_2587",2166717,3.89,"Passives",158.655,71
"587755","CE_2588",595978,3.23,"Passives",87.185,234
"588054","CE_2589",2197398,4.54,"Promoters",101.69,67
"588241","CE_2590",2313800,1.67,"Detractors",94.5,66
"588242","CE_2591",1396883,4,"Promoters",139.235,74
"588650","CE_2592",1541647,0,"NotDefined",189.75,120
"588706","CE_2593",59695,3.17,"Passives",106.34,72
"588748","CE_2594",1917566,2.5,"Detractors",169.315,88
"588796","CE_2595",627273,1.67,"Detractors",67.135,206
"588808","CE_2596",1394413,0,"NotDefined",75.18,55
"588816","CE_2597",871471,3,NA,128.725,32
"588852","CE_2598",1720775,4.65,"Promoters",83.83,74
"589432","CE_2599",2169380,0.67,"Detractors",86.96,68
"589457","CE_2600",1433499,0.38,"Detractors",105.98,131
"589665","CE_2601",1622366,5,"Promoters",112.42,73
"589700","CE_2602",2175105,4.36,"Promoters",119.49,70
"589876","CE_2603",2183277,5,"Promoters",89.01,60
"589901","CE_2604",2357872,3.33,"Passives",65.24,31
"589910","CE_2605",2170875,4.06,"Promoters",600.92,72
"591278","CE_2606",2916502,3,NA,131.93,75
"591286","CE_2607",1092302,4.5,"Promoters",96.95,73
"591376","CE_2608",479353,2.5,"Detractors",99.715,220
"591664","CE_2609",559360,5,"Promoters",86.695,51
"591732","CE_2610",1466311,3.12,"Passives",108.02,142
"591804","CE_2611",1917588,2.14,"Detractors",267.26,78
"591860","CE_2612",1292532,4.12,"Promoters",77.08,58
"592098","CE_2613",2172424,1.62,"Detractors",137.135,74
"592170","CE_2614",2495741,5,"Promoters",136.705,35
"592176","CE_2615",1186460,3.33,"Passives",95.32,100
"592236","CE_2616",481341,4.1,"Promoters",91.03,227
"593226","CE_2617",681181,4.38,"Promoters",126.135,232
"593922","CE_2618",2173252,4.29,"Promoters",111.55,53
"593971","CE_2619",1351142,4.41,"Promoters",127.665,67
"594260","CE_2620",2173782,3.2,"Passives",128.62,72
"594285","CE_2621",1764026,3.5,"Passives",207.835,54
"594295","CE_2622",2175055,5,"Promoters",219.91,46
"594301","CE_2623",680840,2.5,"Detractors",113.75,34
"594305","CE_2624",2175927,1,"Detractors",95.755,43
"594341","CE_2625",1670582,2.69,"Detractors",132.775,66
"594352","CE_2626",1910564,4,"Promoters",84.71,28
"594364","CE_2627",1913406,4,"Promoters",103.36,77
"594374","CE_2628",668415,3.74,"Passives",105.9,237
"594375","CE_2629",1685195,5,"Promoters",88.175,90
"594390","CE_2630",672710,4.07,"Promoters",64.235,208
"596110","CE_2631",849913,1.67,"Detractors",158.735,105
"596122","CE_2632",2313530,3.33,"Passives",69.98,48
"596146","CE_2633",1918546,2,"Detractors",87.53,46
"596171","CE_2634",222818,3.33,"Passives",140.04,69
"596175","CE_2635",1203138,0.42,"Detractors",95.545,149
"596343","CE_2636",1481124,5,"Promoters",167.91,60
"596607","CE_2637",2147658,1.67,"Detractors",102.615,59
"596739","CE_2638",377993,1.92,"Detractors",100.965,230
"596919","CE_2639",1968183,3.6,"Passives",68.415,71
"597029","CE_2640",368230,1.25,"Detractors",221.865,218
"597069","CE_2641",2177207,2.67,"Detractors",72.53,48
"597159","CE_2642",311739,3.67,"Passives",129.83,222
"597384","CE_2643",620940,2.08,"Detractors",127.435,62
"597553","CE_2644",380275,3.69,"Passives",106.155,235
"598939","CE_2645",377524,2.6,"Detractors",242.22,223
"598979","CE_2646",2177721,4.21,"Promoters",113.63,63
"599435","CE_2647",2407199,5,"Promoters",208.65,57
"599491","CE_2648",943464,3.4,"Passives",221.24,230
"600751","CE_2649",2209208,5,"Promoters",95.16,47
"600766","CE_2650",334933,0,"NotDefined",150.925,223
"601606","CE_2651",666639,2.54,"Detractors",127.81,182
"603259","CE_2652",2254741,0,"NotDefined",196.15,58
"603268","CE_2653",1786503,2.5,"Detractors",106.19,71
"603304","CE_2654",2180935,2.8,"Detractors",204.765,73
"603334","CE_2655",2179875,4.17,"Promoters",94.24,63
"603382","CE_2656",2179657,4.67,"Promoters",209.05,61
"603394","CE_2657",399736,2.5,"Detractors",213.485,11
"603400","CE_2658",2312171,4.73,"Promoters",112.76,69
"603530","CE_2659",2181610,2.5,"Detractors",174.83,49
"603536","CE_2660",1945810,4.27,"Promoters",103.095,73
"603712","CE_2661",2175918,3.75,"Passives",100.75,50
"603740","CE_2662",1038805,3.33,"Passives",89.87,55
"603782","CE_2663",2182308,2.88,"Detractors",140.35,74
"603783","CE_2664",2200072,5,"Promoters",97.495,63
"603846","CE_2665",2182924,2,"Detractors",120.215,74
"603850","CE_2666",1731534,3.75,"Passives",119.755,69
"603866","CE_2667",1575181,3.89,"Passives",107.31,112
"603870","CE_2668",724196,4,"Promoters",136.17,31
"603900","CE_2669",1811355,1.83,"Detractors",96.15,28
"603936","CE_2670",1930805,5,"Promoters",103.6,98
"604101","CE_2671",693132,2.29,"Detractors",164.16,135
"604103","CE_2672",1531130,2.29,"Detractors",164.16,135
"604261","CE_2673",447305,0.2,"Detractors",1279.395,232
"604361","CE_2674",1538539,3,NA,125.61,48
"604426","CE_2675",2233063,5,"Promoters",129.555,44
"604514","CE_2676",1091042,3,NA,483.825,144
"604549","CE_2677",1924844,3.33,"Passives",249.335,77
"604553","CE_2678",1281814,1.67,"Detractors",166.985,53
"604601","CE_2679",708196,5,"Promoters",107.515,104
"604825","CE_2680",904897,3.12,"Passives",256.39,194
"605185","CE_2681",2185514,4.83,"Promoters",100.81,38
"605221","CE_2682",2269673,4,"Promoters",100.725,55
"605271","CE_2683",2185585,3.8,"Passives",76.14,74
"605391","CE_2684",1749993,0,"NotDefined",149.24,37
"605409","CE_2685",2186107,2.14,"Detractors",98.945,62
"605479","CE_2686",2186191,4,"Promoters",150.04,73
"605514","CE_2687",2560482,2.5,"Detractors",101.375,6
"605518","CE_2688",1113853,5,"Promoters",77.29,32
"605545","CE_2689",2188392,3,NA,67.795,57
"605575","CE_2690",1616727,3.75,"Passives",139.615,46
"605611","CE_2691",1943606,3,NA,87.58,66
"605627","CE_2692",2046009,4.07,"Promoters",84.32,67
"605837","CE_2693",1421659,2.5,"Detractors",86.355,92
"606137","CE_2694",2189628,2.5,"Detractors",83.495,66
"606157","CE_2695",2190243,3,NA,145.35,72
"606213","CE_2696",1410664,3.5,"Passives",101.78,57
"606289","CE_2697",1218209,3.2,"Passives",150.07,143
"606369","CE_2698",2191077,2,"Detractors",171.61,60
"606405","CE_2699",2470195,3.21,"Passives",85.675,68
"606678","CE_2700",2190195,2.86,"Detractors",117.695,46
"606741","CE_2701",2190239,2,"Detractors",127.165,44
"606771","CE_2702",1135741,0.83,"Detractors",220.195,61
"606819","CE_2703",1985632,1.67,"Detractors",89.75,84
"606867","CE_2704",2345000,0,"NotDefined",76.805,59
"606868","CE_2705",2574230,0,"NotDefined",76.805,59
"606870","CE_2706",2774443,0,"NotDefined",76.805,59
"606871","CE_2707",2215156,4.67,"Promoters",318.94,50
"606883","CE_2708",2222909,2.5,"Detractors",47.405,30
"606884","CE_2709",2192139,4.89,"Promoters",147.7,67
"606983","CE_2710",2294708,2,"Detractors",169.695,69
"607003","CE_2711",1815598,0.62,"Detractors",94.79,86
"607059","CE_2712",1536969,0.71,"Detractors",182.095,104
"607124","CE_2713",2289589,2.5,"Detractors",111.46,38
"607128","CE_2714",2193091,2.33,"Detractors",160.37,71
"607188","CE_2715",2193706,1,"Detractors",132.345,59
"607218","CE_2716",2253579,3.75,"Passives",109.51,29
"607238","CE_2717",2243416,1.67,"Detractors",199.775,57
"607355","CE_2718",2194319,4.64,"Promoters",89.975,65
"607579","CE_2719",335748,0.44,"Detractors",111.975,140
"607921","CE_2720",2195022,2.5,"Detractors",77.73,49
"607963","CE_2721",1312404,4.57,"Promoters",90.575,70
"608201","CE_2722",409316,1.25,"Detractors",106.635,98
"608221","CE_2723",1987165,2.5,"Detractors",158.325,77
"608269","CE_2724",1931953,0.83,"Detractors",73.535,96
"608317","CE_2725",1843103,4.17,"Promoters",91.78,239
"610323","CE_2726",83722,0.75,"Detractors",324.02,219
"610503","CE_2727",2479559,2.5,"Detractors",147.58,103
"610505","CE_2728",1024670,2.33,"Detractors",221.485,174
"610557","CE_2729",280493,5,"Promoters",130.05,131
"610571","CE_2730",2455894,3.17,"Passives",140.29,41
"610613","CE_2731",685739,3.54,"Passives",83.645,233
"612622","CE_2732",1932286,3.8,"Passives",115.175,101
"612652","CE_2733",2069853,3.43,"Passives",88.96,81
"612715","CE_2734",588291,4,"Promoters",128.345,222
"613459","CE_2735",1931677,5,"Promoters",138.8,84
"613468","CE_2736",2728058,3.33,"Passives",113.225,163
"613469","CE_2737",1934143,3.8,"Passives",88.885,92
"613499","CE_2738",1977342,2.14,"Detractors",140.88,159
"613544","CE_2739",1935194,4,"Promoters",95.95,88
"613569","CE_2740",1638761,0,"NotDefined",62.76,47
"613575","CE_2741",713016,3,NA,130.105,226
"613675","CE_2742",2201765,5,"Promoters",76.505,65
"613684","CE_2743",686661,3.33,"Passives",75.715,197
"613724","CE_2744",1038805,5,"Promoters",158.22,35
"613745","CE_2745",2204229,4.33,"Promoters",266.54,64
"614087","CE_2746",2196446,0,"NotDefined",82.04,44
"614103","CE_2747",2103639,5,"Promoters",95.44,56
"614109","CE_2748",2196498,5,"Promoters",137.8,27
"614123","CE_2749",1386304,5,"Promoters",106.5,75
"614139","CE_2750",1774134,4.5,"Promoters",130.15,64
"614155","CE_2751",2197335,0,"NotDefined",111.15,68
"614309","CE_2752",482749,3.89,"Passives",168.355,66
"614310","CE_2753",476499,3.89,"Passives",168.355,66
"614403","CE_2754",2197796,3.57,"Passives",93.425,59
"614431","CE_2755",2306099,1.25,"Detractors",166.98,58
"614461","CE_2756",1553057,3,NA,332.98,31
"614487","CE_2757",2198751,2.5,"Detractors",120.765,60
"614503","CE_2758",2198606,3.33,"Passives",89.305,48
"614539","CE_2759",2199932,4.24,"Promoters",152.435,71
"614930","CE_2760",1020328,3.89,"Passives",104.975,173
"615038","CE_2761",2458667,4,"Promoters",76.585,33
"615041","CE_2762",2363951,4.09,"Promoters",104.78,69
"615044","CE_2763",2200208,2,"Detractors",91.395,71
"615164","CE_2764",2201045,3.5,"Passives",105.845,67
"615294","CE_2765",2200465,4.83,"Promoters",85.325,69
"615342","CE_2766",487807,3.8,"Passives",103.88,67
"615492","CE_2767",1996316,0,"NotDefined",86.86,14
"615500","CE_2768",611142,2.62,"Detractors",103.99,224
"615724","CE_2769",315620,4.91,"Promoters",108.79,212
"615804","CE_2770",376359,5,"Promoters",183.59,60
"615808","CE_2771",21149,4.35,"Promoters",192.52,227
"616165","CE_2772",1019203,3.09,"Passives",144.63,182
"616297","CE_2773",688319,2.86,"Detractors",223.525,231
"618943","CE_2774",688358,4.67,"Promoters",143.925,215
"619153","CE_2775",1021306,3.75,"Passives",144.555,43
"619225","CE_2776",688764,2.78,"Detractors",112.485,224
"619639","CE_2777",1420453,4.63,"Promoters",72.47,129
"620557","CE_2778",988618,5,"Promoters",162.055,59
"620683","CE_2779",831987,3.18,"Passives",222.1,209
"620870","CE_2780",1029110,1.82,"Detractors",76.46,184
"620926","CE_2781",1444229,5,"Promoters",72.39,20
"620930","CE_2782",1031313,4.25,"Promoters",124.39,179
"621026","CE_2783",2263360,5,"Promoters",90.795,61
"621206","CE_2784",2273665,4.9,"Promoters",368.35,62
"621326","CE_2785",338018,3.06,"Passives",164.545,235
"624862","CE_2786",1034240,2,"Detractors",93.24,147
"624892","CE_2787",1781155,3.88,"Passives",130.81,97
"625012","CE_2788",1517905,5,"Promoters",136.835,15
"625056","CE_2789",1938755,3,NA,212.035,75
"625091","CE_2790",689069,3.57,"Passives",118.135,217
"625273","CE_2791",690689,0.38,"Detractors",84.125,92
"625345","CE_2792",673888,2.5,"Detractors",106.135,210
"625347","CE_2793",1942452,1.43,"Detractors",75.015,99
"625410","CE_2794",1167776,0,"NotDefined",106.78,137
"625414","CE_2795",691234,1.8,"Detractors",168.275,207
"625464","CE_2796",409838,3.58,"Passives",112.48,215
"626112","CE_2797",1927724,0,"NotDefined",73.48,62
"626139","CE_2798",44361,5,"Promoters",333.635,44
"626159","CE_2799",1070425,2.86,"Detractors",118.95,159
"626163","CE_2800",138776,3,NA,79.32,220
"626235","CE_2801",1942092,2,"Detractors",81.7,89
"626312","CE_2802",1942363,2.5,"Detractors",106.25,71
"626332","CE_2803",1265517,3.18,"Passives",136.165,156
"626638","CE_2804",1205351,3,NA,194.625,132
"626738","CE_2805",482067,5,"Promoters",165.615,229
"627152","CE_2806",1261219,2.5,"Detractors",199.61,127
"627188","CE_2807",1961942,2.9,"Detractors",208.81,80
"627278","CE_2808",334566,3.89,"Passives",95.855,191
"627638","CE_2809",317808,4.25,"Promoters",140.66,214
"628058","CE_2810",1040384,2.5,"Detractors",101.52,175
"628088","CE_2811",727151,1.67,"Detractors",84.4,164
"628097","CE_2812",602994,3.06,"Passives",188.6,235
"628547","CE_2813",1476753,3.89,"Passives",109.015,137
"628567","CE_2814",172997,0.5,"Detractors",83.05,240
"628987","CE_2815",2066405,5,"Promoters",147.335,18
"628995","CE_2816",2198022,1.8,"Detractors",121.295,72
"629135","CE_2817",2372147,3.5,"Passives",88.48,75
"629136","CE_2818",2203586,5,"Promoters",107.515,51
"629160","CE_2819",1250450,0,"NotDefined",141.87,141
"629232","CE_2820",2219420,5,"Promoters",112.075,42
"629241","CE_2821",2406653,4.8,"Promoters",90.115,36
"629249","CE_2822",679358,3.75,"Passives",123.74,46
"629281","CE_2823",1097920,3.36,"Passives",129.365,147
"629413","CE_2824",611716,3.89,"Passives",102.82,240
"629415","CE_2825",221847,3.89,"Passives",102.82,240
"629428","CE_2826",1176063,4.17,"Promoters",86.635,44
"629482","CE_2827",2221266,3.75,"Passives",111.96,67
"629498","CE_2828",938264,1.67,"Detractors",153.375,46
"629564","CE_2829",1558464,2.5,"Detractors",116.025,63
"629597","CE_2830",2373330,2.14,"Detractors",140.075,60
"629613","CE_2831",434662,2.43,"Detractors",207.885,237
"633185","CE_2832",694663,4.26,"Promoters",61.5,238
"634270","CE_2833",568256,3.78,"Passives",93.805,195
"634286","CE_2834",260608,5,"Promoters",502.355,60
"634430","CE_2835",1585496,1.25,"Detractors",152.195,121
"634454","CE_2836",2208766,1.67,"Detractors",152.085,60
"634472","CE_2837",2204621,4,"Promoters",114.555,40
"634544","CE_2838",1081316,2.14,"Detractors",108.135,164
"634600","CE_2839",2210197,1.67,"Detractors",85.025,55
"634612","CE_2840",2210165,0,"NotDefined",175.37,45
"634616","CE_2841",194417,1.75,"Detractors",211.98,216
"634688","CE_2842",209732,0,"NotDefined",236.03,69
"634708","CE_2843",2210597,3,NA,187.665,62
"634738","CE_2844",2163375,1.25,"Detractors",88.415,52
"634744","CE_2845",2113904,2.83,"Detractors",214.12,69
"634798","CE_2846",2211294,4,"Promoters",86.57,43
"634823","CE_2847",2211602,2.86,"Detractors",72.025,48
"634886","CE_2848",2212127,2,"Detractors",145.59,66
"634916","CE_2849",2726751,1.88,"Detractors",137.405,67
"634933","CE_2850",2833755,0,"NotDefined",99.21,63
"634941","CE_2851",75467,0.17,"Detractors",120.85,131
"635751","CE_2852",1966721,0.83,"Detractors",125.36,85
"635799","CE_2853",1703478,3.76,"Passives",112.205,64
"636267","CE_2854",1163323,4.58,"Promoters",112.81,63
"636483","CE_2855",2212608,4.67,"Promoters",73.04,27
"636492","CE_2856",2021877,0,"NotDefined",1011.65,28
"636496","CE_2857",1124396,1.25,"Detractors",491.46,105
"636512","CE_2858",2214113,3,NA,98.16,47
"636532","CE_2859",492115,3.33,"Passives",102.95,242
"636838","CE_2860",2617320,2.2,"Detractors",117.38,36
"636856","CE_2861",1629840,0,"NotDefined",156.95,119
"636886","CE_2862",66865,3.8,"Passives",360.325,78
"636921","CE_2863",1460123,5,"Promoters",83.59,53
"636925","CE_2864",2310152,0,"NotDefined",15.87,113
"636939","CE_2865",2623324,2,"Detractors",58.575,26
"636940","CE_2866",2714712,2,"Detractors",58.575,26
"636944","CE_2867",684810,3.89,"Passives",102.525,152
"637043","CE_2868",734371,2.62,"Detractors",122.54,209
"637883","CE_2869",1954992,0,"NotDefined",83.315,87
"637898","CE_2870",1955209,4.5,"Promoters",135.03,90
"637914","CE_2871",2473388,3,NA,93.415,30
"637944","CE_2872",1371077,3,NA,179.56,148
"637974","CE_2873",274790,2.5,"Detractors",130.335,21
"637982","CE_2874",275507,5,"Promoters",138.79,47
"637991","CE_2875",2214806,2.42,"Detractors",88.105,68
"638171","CE_2876",2215034,5,"Promoters",223.69,40
"638187","CE_2877",456595,3.06,"Passives",111.035,242
"638212","CE_2878",2478118,4.17,"Promoters",98.34,164
"638218","CE_2879",2213795,4.44,"Promoters",159.765,65
"638362","CE_2880",2366602,4,"Promoters",241.06,49
"638482","CE_2881",2216021,2.33,"Detractors",95.66,44
"638524","CE_2882",2218310,5,"Promoters",162.52,56
"638548","CE_2883",32180,2.5,"Detractors",157.19,239
"638884","CE_2884",2216850,1.33,"Detractors",116.105,50
"638896","CE_2885",2581230,2.5,"Detractors",106.945,16
"638897","CE_2886",1162826,2.86,"Detractors",116.865,148
"638953","CE_2887",1543349,1.67,"Detractors",132.745,34
"638965","CE_2888",1191705,5,"Promoters",94.63,128
"639019","CE_2889",2217918,4,"Promoters",121.715,67
"639049","CE_2890",2242721,5,"Promoters",83.635,63
"639085","CE_2891",1191902,0,"NotDefined",97.84,52
"639089","CE_2892",1573902,4.33,"Promoters",96.43,50
"639125","CE_2893",1966543,0.83,"Detractors",92.225,77
"639173","CE_2894",2218219,4.6,"Promoters",128.33,63
"639203","CE_2895",1873013,4.12,"Promoters",77.855,67
"639283","CE_2896",393274,4.61,"Promoters",160.35,239
"640123","CE_2897",2446820,0,"NotDefined",142.395,13
"640129","CE_2898",624086,2,"Detractors",168.885,69
"640154","CE_2899",2218950,3.75,"Passives",131.89,60
"640182","CE_2900",2220146,0,"NotDefined",146.175,50
"640191","CE_2901",1117373,3,NA,186.93,146
"640203","CE_2902",2220300,5,"Promoters",106.655,18
"640209","CE_2903",2870972,0.62,"Detractors",258.085,64
"640210","CE_2904",2220635,2.18,"Detractors",152.955,47
"640225","CE_2905",2280084,0,"NotDefined",158.95,57
"640229","CE_2906",2221444,4.17,"Promoters",116.365,66
"640271","CE_2907",2221697,3.43,"Passives",106.785,63
"640320","CE_2908",1207227,2.4,"Detractors",95.53,62
"640355","CE_2909",2419751,1.67,"Detractors",74.735,39
"640367","CE_2910",2228257,3.57,"Passives",185.87,69
"640437","CE_2911",2248798,3.17,"Passives",132.09,62
"640485","CE_2912",2223748,1.67,"Detractors",100.275,40
"640487","CE_2913",1756122,0,"NotDefined",179.59,29
"640514","CE_2914",2222368,2.5,"Detractors",140.1,64
"640534","CE_2915",154431,4.6,"Promoters",129.285,65
"640609","CE_2916",2222527,1.67,"Detractors",229.54,52
"640621","CE_2917",715066,4.25,"Promoters",104.485,56
"640641","CE_2918",2223077,4.77,"Promoters",178.935,69
"641257","CE_2919",973477,0,"NotDefined",103.675,40
"641277","CE_2920",1048889,3.33,"Passives",126.44,170
"641403","CE_2921",320339,4.32,"Promoters",111.79,237
"641931","CE_2922",1058447,1.25,"Detractors",132.48,176
"642011","CE_2923",304221,2.74,"Detractors",126.285,241
"643127","CE_2924",1066432,4,"Promoters",111.445,50
"643365","CE_2925",567484,4,"Promoters",102.27,163
"643395","CE_2926",1009288,1.12,"Detractors",112.635,157
"643483","CE_2927",698176,2.86,"Detractors",93.655,225
"643532","CE_2928",804946,3.75,"Passives",207.02,216
"643628","CE_2929",1400343,1.5,"Detractors",909.02,125
"643682","CE_2930",293648,3.36,"Passives",271.005,231
"643683","CE_2931",1001020,1.25,"Detractors",99.31,95
"643703","CE_2932",2240540,2.86,"Detractors",207.035,60
"643766","CE_2933",1955379,5,"Promoters",98.485,89
"643802","CE_2934",2262009,1.67,"Detractors",139.995,46
"643814","CE_2935",497167,3.56,"Passives",119.115,237
"644539","CE_2936",1025842,4.33,"Promoters",92.545,183
"644594","CE_2937",1259968,4.33,"Promoters",92.545,183
"645151","CE_2938",1966430,2.5,"Detractors",97.455,14
"645155","CE_2939",698365,3.1,"Passives",135.25,221
"645529","CE_2940",698372,1.82,"Detractors",98.63,216
"645661","CE_2941",1213711,3.75,"Passives",108.54,145
"645733","CE_2942",698519,3.18,"Passives",233.88,228
"645833","CE_2943",703301,2.23,"Detractors",109.28,237
"646020","CE_2944",692146,3.32,"Passives",178.405,211
"646460","CE_2945",1970646,2.5,"Detractors",184.015,69
"646480","CE_2946",2233691,5,"Promoters",56.43,39
"646484","CE_2947",2207012,3.93,"Passives",108.275,69
"646724","CE_2948",1331613,2.5,"Detractors",88.715,53
"646780","CE_2949",1968620,0.83,"Detractors",158.54,79
"646840","CE_2950",2225815,0.83,"Detractors",139.145,58
"646846","CE_2951",1986570,3.75,"Passives",126.37,81
"646926","CE_2952",2224769,1.25,"Detractors",181.275,134
"646975","CE_2953",2419556,4.29,"Promoters",89.2,58
"647066","CE_2954",249939,3.75,"Passives",109.87,60
"647086","CE_2955",1656456,0,"NotDefined",104.955,101
"647128","CE_2956",2225685,1.67,"Detractors",117.31,51
"647143","CE_2957",131545,0,"NotDefined",121.72,45
"647183","CE_2958",1597506,0.83,"Detractors",146.03,125
"647189","CE_2959",777698,4.12,"Promoters",144.98,100
"647193","CE_2960",698763,0.83,"Detractors",80.4,241
"647213","CE_2961",2227415,0,"NotDefined",131.005,53
"647243","CE_2962",2227548,3.75,"Passives",73.46,67
"647347","CE_2963",823729,3.73,"Passives",156.485,221
"647539","CE_2964",2238729,1.67,"Detractors",144.02,36
"647548","CE_2965",602098,4.13,"Promoters",154.01,233
"648284","CE_2966",2228604,4.29,"Promoters",230.45,61
"648347","CE_2967",2229132,4.29,"Promoters",71.815,53
"648501","CE_2968",609059,1.88,"Detractors",108.745,92
"648709","CE_2969",1725992,4.35,"Promoters",176.785,64
"649185","CE_2970",1265044,3,NA,108.76,150
"649419","CE_2971",1641321,3.57,"Passives",124.67,57
"649475","CE_2972",2230170,1.25,"Detractors",128.29,60
"649491","CE_2973",2233655,2.5,"Detractors",42.705,58
"649500","CE_2974",2230441,5,"Promoters",139.295,67
"649643","CE_2975",1375120,1.8,"Detractors",135.445,66
"649793","CE_2976",2231084,3,NA,142.395,24
"649823","CE_2977",409460,4.58,"Promoters",115.715,239
"651930","CE_2978",1626817,4,"Promoters",182.465,94
"651958","CE_2979",2231437,3.29,"Passives",116.38,63
"652012","CE_2980",2232185,3,NA,131.77,64
"652052","CE_2981",1965485,2.14,"Detractors",130.525,237
"652061","CE_2982",2152093,3.88,"Passives",133.855,39
"652589","CE_2983",79870,4.21,"Promoters",84.625,225
"652827","CE_2984",1070647,3.57,"Passives",115.65,162
"652897","CE_2985",699389,4.47,"Promoters",175.7,138
"653271","CE_2986",2189486,4.5,"Promoters",101.22,234
"653397","CE_2987",1075291,1.96,"Detractors",169.885,37
"653926","CE_2988",897839,4.54,"Promoters",106.105,204
"654006","CE_2989",887704,0,"NotDefined",142.655,226
"654009","CE_2990",1078106,1,"Detractors",87.195,65
"654039","CE_2991",230124,2.38,"Detractors",89.3,241
"654923","CE_2992",622403,2.33,"Detractors",116.35,182
"654924","CE_2993",627001,2.5,"Detractors",90.02,233
"655134","CE_2994",1082019,0,"NotDefined",136.785,149
"655146","CE_2995",2853420,2.5,"Detractors",234.65,49
"655148","CE_2996",1023492,3.69,"Passives",101.96,232
"655308","CE_2997",2437919,3.33,"Passives",76.17,28
"655317","CE_2998",234659,3.5,"Passives",125.25,66
"655341","CE_2999",1990272,0,"NotDefined",143.835,80
"655397","CE_3000",2325624,2.5,"Detractors",172.19,37
"655427","CE_3001",2245838,5,"Promoters",83.335,61
"655442","CE_3002",2249749,4.29,"Promoters",130.605,62
"655498","CE_3003",2234382,3.33,"Passives",142.435,41
